ticker,open,close,adj_close,low,high,volume,date
AAPL,0.513392865657806,0.513392865657806,0.0231863558292389,0.513392865657806,0.515625,117258400,1980-12-12
AAPL,0.48883929848671,0.486607134342194,0.0219766292721033,0.486607134342194,0.48883929848671,43971200,1980-12-15
AAPL,0.453125,0.450892865657806,0.0203636679798365,0.450892865657806,0.453125,26432000,1980-12-16
AAPL,0.462053567171097,0.462053567171097,0.0208677183836699,0.462053567171097,0.46428570151329,21610400,1980-12-17
AAPL,0.475446432828903,0.475446432828903,0.0214725751429796,0.475446432828903,0.477678567171097,18362400,1980-12-18
AAPL,0.504464268684387,0.504464268684387,0.0227831117808819,0.504464268684387,0.506696403026581,12157600,1980-12-19
AAPL,0.529017865657806,0.529017865657806,0.0238920208066702,0.529017865657806,0.53125,9340800,1980-12-22
AAPL,0.551339268684387,0.551339268684387,0.0249001272022724,0.551339268684387,0.553571403026581,11737600,1980-12-23
AAPL,0.580357134342194,0.580357134342194,0.0262106545269489,0.580357134342194,0.582589268684387,12000800,1980-12-24
AAPL,0.633928596973419,0.633928596973419,0.0286301076412201,0.633928596973419,0.636160731315613,13893600,1980-12-26
AAPL,0.642857134342194,0.642857134342194,0.0290333405137062,0.642857134342194,0.645089268684387,23290400,1980-12-29
AAPL,0.629464268684387,0.627232134342194,0.0283276773989201,0.627232134342194,0.629464268684387,17220000,1980-12-30
AAPL,0.611607134342194,0.609375,0.0275211948901415,0.609375,0.611607134342194,8937600,1980-12-31
AAPL,0.616071403026581,0.616071403026581,0.0278236176818609,0.616071403026581,0.620535731315613,5415200,1981-01-02
AAPL,0.604910731315613,0.602678596973419,0.0272187627851963,0.602678596973419,0.604910731315613,8932000,1981-01-05
AAPL,0.578125,0.575892865657806,0.0260090325027704,0.575892865657806,0.578125,11289600,1981-01-06
AAPL,0.553571403026581,0.551339268684387,0.0249001272022724,0.551339268684387,0.553571403026581,13921600,1981-01-07
AAPL,0.542410731315613,0.540178596973419,0.0243960786610842,0.540178596973419,0.542410731315613,9956800,1981-01-08
AAPL,0.569196403026581,0.569196403026581,0.0257066059857607,0.569196403026581,0.571428596973419,5376000,1981-01-09
