epoch,loss,val_loss
0,0.06756794182123514,0.2492611650377512
1,0.06754106783225196,0.249325462362983
2,0.0674569606480825,0.24938961744985796
3,0.06751617413017678,0.24945410747419705
4,0.0675353936655069,0.24951762401244856
5,0.06750658947208905,0.24958066828548908
6,0.06748165016648291,0.24964468214999547
7,0.06740317060235773,0.24970757775008678
8,0.06744738108868874,0.24976825460114263
9,0.06741450086854038,0.24983030930161476
10,0.06748962103206657,0.2498915291983973
11,0.06743856837949533,0.24995284832336687
12,0.06745212316316954,0.25001276132058015
13,0.06741005105392506,0.2500716879625212
14,0.06738534362287887,0.25013063712553546
15,0.06732518838151542,0.25018877840854903
16,0.06728836236113539,0.25024518743157387
17,0.06736754207092908,0.25030088594013994
18,0.06734703104927495,0.25035760941153223
19,0.06733664612693246,0.2504132877696644
20,0.06734907701968079,0.25046897307038307
