epoch,loss,val_loss
0,0.03156881493721473,0.07705298172576087
1,0.028532090012804937,0.07597007775413138
2,0.02737532578156156,0.07442418885018144
3,0.02494851378250425,0.07419980051262039
4,0.02468629525500839,0.07393998413213662
5,0.023546278192582776,0.07566208246030978
6,0.026318767329014964,0.07793331265981708
7,0.02712576053405212,0.08184557833841868
8,0.028901373099346282,0.08101194378520761
9,0.028240519591559796,0.07818653367991958
10,0.025011328869830755,0.07477344093578202
11,0.024307664026016907,0.07399821454393012
12,0.02201088532110897,0.07478071749210358
13,0.02088894371448432,0.0718675906370793
14,0.02026019280113406,0.07221807033887931
15,0.01940715142478377,0.07277753909251519
16,0.017966904393318345,0.07123164845896619
17,0.018060564079274564,0.07347657810896635
18,0.01894975410995342,0.07677818196160453
19,0.022767596451912897,0.07322918317679848
20,0.01998227348519584,0.0769848067845617
21,0.02241947988079766,0.0791943110525608
22,0.024700448516819438,0.07760084234178066
23,0.023062149252174265,0.07695773257208723
24,0.022679638796312324,0.07775738835334778
25,0.021996200037330896,0.07385157860283341
26,0.020218462446483516,0.07344128590609346
27,0.019707584943054086,0.07367612408207995
28,0.01900435520841156,0.07223383869443621
29,0.019080775284792406,0.07154001441917249
30,0.018272726993881546,0.07192718224333865
31,0.018464934230797876,0.07294173512075629
32,0.018235854173110702,0.0792602321931294
33,0.022161422392069283,0.07989600633404084
34,0.023810797134193325,0.07471950032881328
35,0.023834107301624146,0.07421937890883003
36,0.01936971516174785,0.0723103593502726
37,0.018809261921224958,0.07716340837734086
38,0.021399061945345948,0.07119775723133769
39,0.018914687320968862,0.07080646178552083
40,0.019255590940809857,0.07345565182289907
41,0.01937651288521997,0.07201405987143517
42,0.017920135986059904,0.07094477569418293
43,0.018500422553743345,0.07368017866143159
44,0.020085773651756473,0.07799796227897916
45,0.017598055208386,0.07457472530326673
46,0.01693049699888896,0.07618283600147281
47,0.020175810603393338,0.0782446965043034
48,0.022360394914018904,0.0733640936336347
49,0.0208918031589207,0.07188134028443269
50,0.018710984043398146,0.07248369817222867
51,0.01858205496633457,0.07279522783522095
52,0.01912979224412623,0.07160407464419093
53,0.01745671941504135,0.0739409936858075
54,0.02010159537006738,0.0717803653595703
55,0.017786264245919253,0.08234818971582822
56,0.02551469183132305,0.07194176409393549
57,0.02109664984805099,0.08009856739746672
58,0.02302269258741605,0.07126204722693988
59,0.022291977858265578,0.07152468165648836
60,0.01863240276984239,0.07211991133434432
61,0.019320380787159933,0.08024615328758955
62,0.023903323574212647,0.0711460370304329
63,0.018204063271819535,0.07184119522571564
64,0.019138343284948397,0.07342990022152662
65,0.018925810327469293,0.07111140327262026
66,0.016964153528718624,0.0782481309558664
67,0.019937600387986434,0.07846277074090072
68,0.02020023559551623,0.07195805292576551
69,0.018645857965920942,0.07250412260847432
70,0.01779438567868734,0.07890892348119191
71,0.01978215767796767,0.07210449555090495
72,0.01799362301195072,0.0713619797357491
73,0.0180032348449705,0.07189110054501466
74,0.01724202843319814,0.07575127109885216
75,0.018282889025443692,0.07926632357495171
76,0.02083899680588205,0.07541178286607776
77,0.019071452635324608,0.0739542388224176
78,0.01784017686811039,0.07598364645881313
79,0.020761911899356517,0.07082926894405059
0,0.06714921983913913,0.25624878598111017
1,0.06710200125925732,0.2562635274870055
2,0.06711578928526112,0.25627843929188593
3,0.06714313735019305,0.25629343411752153
4,0.06715453376991563,0.2563081585935184
5,0.06708617860715742,0.25632320983069284
6,0.06707168679133894,0.2563382387161255
7,0.06706272145107751,0.25635334849357605
8,0.06711665816532085,0.25636844762734007
9,0.06707018349513064,0.25638355208294733
10,0.06703176062210794,0.2563985117844173
11,0.06708230410694634,0.2564135736652783
0,0.06707361106064282,0.25644736737012863
1,0.06707595810254688,0.2564626463821956
2,0.06706698919090016,0.256477778511388
3,0.06710160337437844,0.2564930575234549
