epoch,loss,val_loss
0,0.05580428116847638,0.18586930125537846
1,0.041876028276754754,0.0455105261919218
2,0.018796461218459484,0.025030374905327335
3,0.007725355258260511,0.022578777331444953
4,0.006142102022223346,0.021365243210715965
5,0.005225326592105711,0.02086063928759864
6,0.005034199660784859,0.019990767149364628
7,0.004708971374623759,0.019901527927787457
8,0.0041094573243753985,0.019612920554613486
9,0.0039990137560571865,0.019417533974370196
10,0.0038966311779069273,0.019071310286461893
11,0.0036093723222285533,0.01883181014434538
12,0.0034588322529376264,0.018695068748557888
13,0.0033612105098176186,0.018602582058520056
14,0.003068900528983489,0.018606864254656505
15,0.0030984321015957426,0.018795603110144537
16,0.003020871479078012,0.018875800428860303
17,0.002767129031589751,0.01872966235451814
18,0.0027115406299248876,0.018616180157146625
19,0.0026484169411560288,0.01844136934798573
20,0.0025604353096768087,0.018512106144852523
21,0.002494231006781583,0.018422246985008113
22,0.002340564278328154,0.018377345339912508
23,0.002335026099516606,0.0182127198689462
24,0.002297385055211826,0.018133000423808374
25,0.002206512224227864,0.018075439893032633
26,0.0021673557400246958,0.018154333153183363
27,0.002134775345391398,0.018134623159615632
28,0.002025208290433511,0.018321217699041072
29,0.0020148232852079673,0.0183021614324793
30,0.0019932755169161523,0.018299409830231324
31,0.0019574488406329978,0.018414997173951834
32,0.001903580495357011,0.018206878477940336
33,0.0019502859785892437,0.01801164768322552
34,0.001852115719023124,0.01794510775168116
35,0.001822361470706375,0.018002712004494645
36,0.0018200019689845106,0.017755097164707776
37,0.0017677689887166611,0.017984033502418444
38,0.001712847132742019,0.017855946635083657
39,0.0017597631347981452,0.01786037378123082
40,0.0017071549864819022,0.017951633643759932
41,0.00167640165167732,0.018029774498750664
42,0.0016657639960038452,0.0180178865751562
43,0.001627278358539211,0.017901933257235214
44,0.0016111951409632304,0.017844833886354335
45,0.0015684873677329098,0.017779940531505015
46,0.0015777201445560326,0.017966952289700404
47,0.0015114927511221093,0.01805810129088867
48,0.001547792686324101,0.017905521402200166
49,0.0015874195468265832,0.017861741358905822
50,0.0014696579111937592,0.01773112841409683
51,0.0014960775013031181,0.017687262377067883
52,0.0015122672132412461,0.018113805432221852
53,0.0014767738223446557,0.017506041208333854
54,0.0015082718683563719,0.01718008631562245
55,0.0014730156897138314,0.01734205212172431
56,0.0014418238877528654,0.017330649782605987
57,0.001416676807294655,0.01722390961044261
58,0.0014245853758199558,0.017169942203003705
59,0.0013692475051931595,0.01690682748772411
60,0.0013724929414916244,0.016778520930933558
61,0.0013803461530953523,0.01671965390172166
62,0.0013076445754306501,0.016856993491981283
63,0.0013140530065452606,0.016526238371928532
64,0.0013334865647936425,0.016368066009211663
65,0.0012965841168280396,0.016661545171195433
66,0.0013322828185425208,0.016394815140908275
67,0.0012564540843174512,0.01645833234296232
68,0.0012748362023558002,0.016169350366302144
69,0.0012427459873594528,0.01632065798589287
70,0.0012592630677509557,0.016149808801451906
71,0.001234987293125749,0.016577369869790144
72,0.0012029679259476804,0.016170851870103635
73,0.0012794972250336095,0.01555412584437161
74,0.0012521360624400824,0.016091984806634072
75,0.0012211514202997357,0.015411349213940816
76,0.0011650290870372708,0.015546244058188878
77,0.001187276102810804,0.01563162651533882
78,0.0011175676695290206,0.015494785646701025
79,0.0011558790628393915,0.015027750053882806
80,0.0011560991058918023,0.014829375347795172
81,0.0011274448301934938,0.014787577458062313
82,0.001125550608297712,0.014895457179389067
83,0.001126898415685374,0.014406575779301219
84,0.0010864975867757732,0.01511266928476592
85,0.0011112049621595744,0.013944702053170962
86,0.0010762697457769384,0.014431173854973167
87,0.0011013749617153447,0.014228344354907878
88,0.001043990640315123,0.014554440286398554
89,0.0010370987199980607,0.014147584911875634
90,0.0009850544562428503,0.013987319327295862
91,0.0010372953490188689,0.013961939002102654
92,0.0010075062085601722,0.013394690885130936
93,0.001045468012690483,0.014046679068188597
94,0.0010113197243443114,0.014265991244529787
95,0.0009556259430705962,0.014234532162340151
96,0.000995204163892164,0.014011330611538142
97,0.000986425750134482,0.013374109260944856
98,0.0009593443149864662,0.0144111292409232
99,0.0009921549528467278,0.01386267417870436
